ID,Text,Sub-task A,Sub-task B
463,kiu tu chod degi🧐🧐🧐😔😔😔😔,OAG,GEN
464,what is the point in all this shit,OAG,GEN
465,"are yrr hame bhi bta diya comments delete karna hai 
akela chod kar chali jati ho",OAG,GEN
466,chod na mera kya hai,OAG,GEN
467,dii chod k chli gyi 😔😔,OAG,GEN
468,yess sab chod k chle jaate h 😔😔,OAG,GEN
469,mere boobs ko chooosna pdega,OAG,GEN
470,merwa aaya kutte 😉,OAG,GEN
471,haa babu meri bra nikalo aur chooso boobs m..use lick kro aur kaato pyaar SE fir mere moo SE sunoge aahhhh...😘😘😘😍😍😍😍,OAG,GEN
472,aur ye moti bolna chod do varna baat nhi krungi😤,OAG,GEN
473,"phir jb 5 min k baad tu wo chiz chod de, force lgana bnd kr de,",OAG,GEN
474,aur ye moti bolna chod do varna baat nhi krungi😤,OAG,GEN
475,sex karu,OAG,GEN
476,"oye
ye harami 

ab kon h 🙄🙄",OAG,GEN
477,bcs yha us harami ki burri najar hai.. 😅😅,OAG,GEN
478,gaali hoti h aur sex krne ko bhi bolte h fuck of,OAG,GEN
479,tumhe Hume btana chaiye tha btate hum use kutte ko,OAG,GEN
480,wo arjun reddy bola ki aayush fuck off,OAG,GEN
481,roj ladkiyo pr line marna yarrr o ab sab kuch chut gya hai,OAG,GEN
482,babu fuck of kya hita h,OAG,GEN
483,aapko chod diya,OAG,GEN
484,kyunki kl ki ldai bich m chod diya tha,OAG,GEN
485,"Isiliye to maine pucha insta chalati ho

bus ek insta ko chod kar sab",OAG,GEN
486,vo to chod ke chali gai result aane ke bad call aaya tha uska,OAG,GEN
487,meri maa ko chod dunga,OAG,GEN
488,"mein v app chod ke ja rahi.. 
Sare post delete ab buss ge baki hai",OAG,GEN
489,aise kaise chod KE chale gae,OAG,GEN
490,"Tu Yash hai kya Maine Soch tera shakal Dekh kar kala Durgesh Jaise hoga

or tera kutte jaisa",OAG,GEN
491,muja fuck karo ga,OAG,GEN
492,nanya vo harami sabke comment nd tumhare posts hata rha.... gurjeet😐🙄🙄,OAG,GEN
493,Bas aisi ek gandu ko bola,OAG,GEN
494,nanya vo harami sabke comment nd tumhare posts hata rha.... gurjeet😐🙄🙄,OAG,GEN
495,nanya vo harami sabke comment nd tumhare posts hata rha.... gurjeet😐🙄🙄,OAG,GEN
496,or varun tej ki train chut gyi thi,OAG,GEN
497,or varun tej ki train chut gyi thi,OAG,GEN
498,nanya.... vo gurjeet harami sabke posts nd comments hata rha hai... 🙄🙄😐😐,OAG,GEN
499,train pe yad jb wo dono mile the or varun ki train chut jati h 😀😀,OAG,GEN
500,chutiya banana band kar,OAG,GEN
501,uss harami ne report kiya hoga.. 😅😅😄😄,OAG,GEN
502,uss harami ne report kiya hoga.. 😅😄😄,OAG,GEN
503,uss harami ne report kar diya hoga.. 😅😅😄,OAG,GEN
504,oo betichod apna location bata.?,OAG,GEN
505,Aditya Pranday apni gf ko gand m d k rak over ho ri,OAG,GEN
506,uss harami ko baar baar report kar rha... phir bhi aa jaa rha besarmo ki tarh.. 😅😅😄,OAG,GEN
507,pls mind ur own business !!dont butt in between,OAG,GEN
508,Hate u kutte,OAG,GEN
509,ha tu chutiya h mere liye,OAG,GEN
510,fuck off😠😠😠😠,OAG,GEN
511,chod   do  mujhe  mai   kharab  hu   sirf   khud  ke   baare  me  sochti  hu,OAG,GEN
512,chod   do   mujhe   shayad   mai   hi   kharab   hu   jo   sabko   kharab  samajhti  hu,OAG,GEN
513,ohhhh rhne de chutiya mt bna mujhe,OAG,GEN
514,mai kha jau mai dn use krna chod du kya,OAG,GEN
515,khush hai tbhi to chod ke Jana hai nhi to sok thodi hai,OAG,GEN
516,kise   chod  du,OAG,GEN
517,htttt kutte,OAG,GEN
518,ass muh banane se kya hoga🤣🤣,OAG,GEN
519,arre bcoz of this fucking lockdown i m bored,OAG,GEN
520,"Why r u getting bored.... And how can I help u in vanishing ur boriyat

😂😂bcoz of this fucking lockdown",OAG,GEN
521,tum chod na yaar,OAG,GEN
522,chl aacha chod,OAG,GEN
523,waise tu bhi harami ho ga,OAG,GEN
524,are yar mere kutte frnds 😂😂 .,OAG,GEN
525,chut bolo rahi ho thum mera sa,OAG,GEN
526,sala makhi ki jhat ki sakal ka kali chut ki randi ki padyis bhag,OAG,GEN
527,Mather chod ap na nam bata phir ma nahi chodo ga tuma,OAG,GEN
528,Aapne mujhe aakle chod dhe the.... Mei kya karthe.... 😔😔😔,OAG,GEN
529,naam likha aur chod diya,OAG,GEN
530,chl chod ye sb bta raat me kyun jgi itna,OAG,GEN
531,tari ma gand mchiya ha kya,OAG,GEN
532,thik hai mai chod dunga,OAG,GEN
533,tu please mt ja na mujhe chod ke😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞,OAG,GEN
534,"jab kisi ki gam hota hain... 
    koi gf ko chod deta hain.... vagera vagera kuch bhi ho sakta hain.... hga 🤔🤔😋😄",OAG,GEN
535,I Wana sex u,OAG,GEN
536,chod na yar,OAG,GEN
537,chod na yar,OAG,GEN
538,"tune meri baat to maani nhi kutte 

sharma ji",OAG,GEN
539,"tune meri baat to maani nhi kutte 

sharma ji",OAG,GEN
540,"tune meri baat to maani nhi kutte 

sharma ji",OAG,GEN
541,tune meri baat to maani nhi kutte,OAG,GEN
543,vagina and big boobs,OAG,GEN
544,aaare chut ke baaal khaa h aaaja,OAG,GEN
545,mai madarchod ho jo yaha aaya,OAG,GEN
546,leg pai b choot aaye,OAG,GEN
547,Mujhe aakela chod deye aap loghone...,OAG,GEN
548,chal nikal kutte sharma ji,OAG,GEN
549,apne yaha se comment remove kr kutte,OAG,GEN
550,chodu ga nhi,OAG,GEN
551,are yrr tu mera picha chod de behn,OAG,GEN
552,sun be kutte meri frnds ko pradaan mt kr,OAG,GEN
553,mai uske gand far data aj,OAG,GEN
554,sex,OAG,GEN
555,badsa gand far dunga,OAG,GEN
556,badsha mena gaali chod di ha maan ja,OAG,GEN
557,badsa tare gand far dunga mai,OAG,GEN
558,oye gaandu 😆😆😆😆 badsha tere,OAG,GEN
559,tare gand far dunga kuch bola to usa,OAG,GEN
560,aba badsa lissy mare gf hai madarchod,OAG,GEN
561,meri aankho se mat dekh nahi toh ye duniya bhosdi wali dikhegi,OAG,GEN
562,aba  madarchod lissy mare gf hai agar uka bara ma kuch bola na mai tare gand far dunga,OAG,GEN
563,chut,OAG,GEN
564,shit,OAG,GEN
565,"app bitch mein mat ao
divyanshi. aur
mere bitch",OAG,GEN
566,sare friend s harami hain 🤣,OAG,GEN
567,"oye aditya bhai
please
hamare bitch mein
mat ai",OAG,GEN
568,"mene kal socha tha ki dn chod du
mene bhabhi ko message bhi kia tha ki me jaa raha hu 
but bhabhi nhinthi vaha par 

thode der baad yaad aaya ki mene bola tha 
me aallu ko chor kar nhi jaunga 
i always follow my words",OAG,GEN
569,jage gand much ko,OAG,GEN
570,chup randi,OAG,GEN
571,thu gand chali li putli mera time waste kari,OAG,GEN
572,fuck krne ke liye tumse,OAG,GEN
573,jab AAPNe akela nahi choda to me kaise chodu,OAG,GEN
574,apne sis ka gand hum ko da sala,OAG,GEN
575,k becha kada rod pe chod du sale n madar chod ki rand,OAG,GEN
576,aba sala Tu apne sis ka gand hum dono ko da,OAG,GEN
577,"kya yarr
mein app ke
piche kutte ki
tarh pada hu. par. app
ko koi phikr nahi
wa yarr wa",OAG,GEN
578,sala Tu apne sis ka gand hum do no ko da,OAG,GEN
579,fuck krogi,OAG,GEN
580,"nothing yarr 
tu ya aap chod Raha ha",OAG,GEN
581,fuck kro gi,OAG,GEN
582,fuck,OAG,GEN
583,please don't say fuck  bro,OAG,GEN
584,l want  to fuck  you,OAG,GEN
585,l want  to fuck  you,OAG,GEN
586,l want  to fuck  you,OAG,GEN
587,l want  to fuck you,OAG,GEN
588,sirf hlo Ko chod k,OAG,GEN
589,"I know that zoom is Chinese app 😖
chin chutiya saala 😂",OAG,GEN
590,yeah know that after all it's Chinese app chini chutiye haye haye ..😂😖,OAG,GEN
591,no sab chod diya ab ma bad girl hu,OAG,GEN
592,"fir ve bole beta kiski pic hai ye😡😡😡.....m bola meri hai ye wali to.....
oye kutte 🤪🤪🤪",OAG,GEN
593,Yaar chod ja tu ja 😭😭,OAG,GEN
594,apni gf ko bhi chod Diya,OAG,GEN
595,apni gf ko bhi chod,OAG,GEN
596,tu dn chod Raha ha,OAG,GEN
597,chutiya,OAG,GEN
598,ye niche kaun sa chutiya tha. jo tumse is tarah baat kar rha tha .,OAG,GEN
599,kyu me sare kam adhure chod deta hu 😂😂😂,OAG,GEN
600,kyu me sare kam adhure chod deta hu kya😂😂,OAG,GEN
601,Tu phir aagay madarchod,OAG,GEN
602,mummy papa puch rahe the tereko choot kaha se aai aab kya bollu me.. kya hua mere sath,OAG,GEN
603,"kutrya nalayak harami sala😠😠😠

party change",OAG,GEN
604,mai utni acchi bhi nhi dikhti hu shayad isliye mera bf mujhe chod diya,OAG,GEN
605,aur Haan aap ne ye Nahi bataya ki chod ke to Nahi jaaoge,OAG,GEN
606,or mera sath chod data ho,OAG,GEN
607,suno yaar aapna dil chota mat karo wo pagal tha ki usne ek pyaar karne wali ladki ko chod diya,OAG,GEN
608,mujhse dosti Karke chod ke to Nahi jaaogi,OAG,GEN
609,good morning harami londa...... have a great day 🤞🤞🤞🤞🤞🤞😂,OAG,GEN
610,ya prr jbb apko pta ho ki kabhi chod ke ni jayegi to krne me koi burai ni h,OAG,GEN
611,ohhhh god raat vr open chod diye ullu,OAG,GEN
612,hme chod ke bake sare,OAG,GEN
613,hme chod ke bake sare,OAG,GEN
614,madarchod,OAG,GEN
615,"dudu..
vo to pina chod diya...aab to chai piti hu😝😝😝😂😝",OAG,GEN
616,jage gand muchleko teri,OAG,GEN
617,"ek yhi lover h jo kbhi chod k  nhi tha, to don't warry, njr nhi lagegi😅",OAG,GEN
618,"bhosdi ke ye cute thodi na hai ,bs ye Krishna pic laga diya ,aur tu bhi cute no never or female giant",OAG,GEN
619,😭😭😭sala bhasdk tu randi ka kyu subha subha mood ka bhaji pala karn lagra sa 😌,OAG,GEN
620,haaa tumari tarha koi wafa dar kutte nhi hote ....agar tum rock ko kuch bhi bola naaa,OAG,GEN
621,mai to sab ko puchati hu apne aap ko chod kar,OAG,GEN
622,chod na bhai tu q interfear karra,OAG,GEN
623,Have sex chat,OAG,GEN
624,sale tik tok me aise taise kar ja kr chutiya,OAG,GEN
625,sex,OAG,GEN
626,sex chat karogi insta pe,OAG,GEN
627,ejat se nahi harami panthe me PhD kiya hu,OAG,GEN
628,baby kabhi chod ke mt jana😔,OAG,GEN
629,chuso baby. mnega 🍌🍌😍🙈,OAG,GEN
630,"chuss🍌🍌🍌

lo baby 😍😍😍🏣",OAG,GEN
631,salle chutiye pdana chod de,OAG,GEN
632,baby kabhi hame chod ke mt jana please,OAG,GEN
633,baby kabhi chod ke mt jana 😔😔,OAG,GEN
634,kbhi hamara sath chod ke to nhi jaoge na,OAG,GEN
635,"yrr plz tum log ldai chod kr friendship kr lo na 😒

kya hoga inn sb se 🧐
yha sb pdhne aate h ek dushre se bdla ya ldai krne thodi 🙄",OAG,GEN
636,Oyyyy kutte bol,OAG,GEN
637,kuch exception ko chod ke,OAG,GEN
638,nhi yha ke kutte kutiya sharmile hai bandar ko ek baar dekha tha😂😂😂,OAG,GEN
639,Mather chod,OAG,GEN
640,Mather fakar,OAG,GEN
641,Mather fakar,OAG,GEN
642,bhai tujhe hot aur sex hi aata hai kya,OAG,GEN
643,hot chat pasand hai ya sex chat,OAG,GEN
644,sex lover (kaam bhi aisa hi hai lagta hai),OAG,GEN
645,fu.k ING shit,OAG,GEN
646,ha Mather chod,OAG,GEN
647,bhai kya kardia .....isse hi chod dia😂😂,OAG,GEN
648,Tu bhokh ta reh yha kutte ki tarah,OAG,GEN
649,Meri chappal v bohot achi h khayega Kya mat kutte,OAG,GEN
650,rehndo yar Maine maje lene chod diye,OAG,GEN
651,mila to tha chod diya hoga,OAG,GEN
652,no problem yr dont change for me or anyone be like its I r life sry fr my suggestion bloody its u r life who am the hell to suggest uuu,OAG,GEN
653,no problem yr dont change for me or anyone be like its I r life sry fr my suggestion bloody its u r life who am the hell to suggest uuu,OAG,GEN
654,ni pta Abe bra na phnehi to ganda na dikhega chutiya ksnhinka,OAG,GEN
655,Nhi jata teri pussy mane ke baad jauga,OAG,GEN
656,no problem yr dont change for me or anyone be like its I r life sry fr my suggestion bloody its u r life who am the hell to suggest uuu,OAG,GEN
657,no problem yr dont change for me or anyone be like its I r life sry fr my suggestion bloody its u r life who am the hell to suggest uuu,OAG,GEN
658,no problem yr dont change for me or anyone be like its I r life sry fr my suggestion bloody its u r life who am the hell to suggest uuu,OAG,GEN
659,no problem yr dont change for me or anyone be like its I r life sry fr my bloody  suggestion  its u r life who am the hell to suggest uuu its u r life do wat in wish u wish,OAG,GEN
660,no problem yr dont change for me or anyone be like its I r life sry fr my suggestion bloody its u r life who am the hell to suggest uuu,OAG,GEN
661,no problem yr dont change for me or anyone be like its u r life sry fr my bloody suggestion i ts u r life who am the hell to suggest uuu,OAG,GEN
662,no problem yr dont change for me or anyone be like u its   u r life sry fr my suggestion bloody its u r life who am the hell to suggest uuu,OAG,GEN
663,no problem yr dont change for me or anyone be like its I r life sry fr my suggestion bloody its u r life who am the hell to suggest uuu,OAG,GEN
664,dn chod Doge,OAG,GEN
665,dn chod Doge,OAG,GEN
666,Chal chod,OAG,GEN
667,dn chod Doge,OAG,GEN
668,hmm...kyu me sare kam adhure chod deta hu kya😂😂,OAG,GEN
669,fuck you,OAG,GEN
670,itne chhoti si bat kr.... gand q fula rha hai bhai tu Sid.      ladki hai kya ?,OAG,GEN
671,bhosadiwale boss apna number de madachod sale hum yadav hai gaand me tera phone daal dunga jisse tu comment kar raha,OAG,GEN
672,"abe madachod apna number de boss

q.... ??


call pr gali sunna hai kya be gandu",OAG,GEN
673,gandu jaisha krna jruri hai🤣🤣😂,OAG,GEN
674,Karna to sex hi hai,OAG,GEN
675,madr chod Sala kutta kmina randiii no 1,OAG,GEN
676,kyo chutiya bna rha Bhai Mt dena koi pics,OAG,GEN
677,madr chod Sala kamina,OAG,GEN
678,sb sex krne m lge hai,OAG,GEN
679,mat chod,OAG,GEN
680,pure doubt nut p ladki aati hai ladko Ka chutiya kat k Nikal jati hai,OAG,GEN
681,katai chutiya insan hai ye,OAG,GEN
682,then fuck off,OAG,GEN
683,kya pta tum mujhe vapas se chod do ab bharosa nhi h tumper,OAG,GEN
684,chod na yaar about gussa,OAG,GEN
685,ha uski gand marne🙏,OAG,GEN
686,SLE randi meri cpy krti h 🤣🤣,OAG,GEN
687,"kl milte h

q faat gai teri chut ab",OAG,GEN
688,Pyar vyar kuch ni hota m to randi hu aur vhi rhungi,OAG,GEN
689,gd nyt harami,OAG,GEN
690,tumhre boobs pai soona chaht hoon,OAG,GEN
691,kiss ur boobs,OAG,GEN
692,you me ki maa kolkata ki top randi h,OAG,GEN
693,you me ki maa kolkata ki top randi h 😀😀,OAG,GEN
694,bk bhosdike,OAG,GEN
695,you me ki maa Kolkata  ki top randi h 😀😀😀,OAG,GEN
696,bk bhosdike,OAG,GEN
697,"10 me aane k baad sab chod diya
fb id juliet Jackson h",OAG,GEN
698,teri maa ki chut mai mny faaad di SLE,OAG,GEN
699,mare piche gand padi h 😂😂,OAG,GEN
700,fuck u,OAG,GEN
701,sachii me saali tuu bahot harami hai... okkk,OAG,GEN
702,pagal tum ec baar bol dete Ashish hmm baat kerni hi to me sab kuch chod deta,OAG,GEN
703,to fir mantel aapko kaise alone chod du ya leave kr du...,OAG,GEN
704,mera nunu le dekh chutiye 🤣,OAG,GEN
705,"tuu yrr ldki ni bum hai... 
kal bechari par fatt gyi thi tuu.. yadd h😂",OAG,GEN
706,sex kro mjj sai,OAG,GEN
707,i wanna sex chat with u,OAG,GEN
708,hum apni pgli 😘...ko akele chod kr kese so jaye,OAG,GEN
709,"i waana sex chat with u
plzzz
plzzzz",OAG,GEN
710,halwa mtlb chutiya,OAG,GEN
711,are wo last me maa aa gyi thi to jana pda .. nhi to m jaane wala nhi tha tum logo ko chod krr,OAG,GEN
712,is halwe ma means chutiye se h,OAG,GEN
713,randi ke de fr no.. aaj rat ko teri maa chodne aaaunga,OAG,GEN
714,bhai....akhir m maa aa gyi thi....to m chla gya.....nhi to m jaane wala nhi tha tum logo ko chod kr,OAG,GEN
715,ABE kale chut ke de de no..,OAG,GEN
716,teri maaa ki kaaali chutti mera gora lund,OAG,GEN
717,tu harami ha ya mye,OAG,GEN
718,Yaar phale to gussa aata tha jb randi naam sunti thi pr jb apne hi pyar ne sabke saath mera naam jod diya to ni aati muje sharm haa ni aati,OAG,GEN
719,tu nikal randi ke lode,OAG,GEN
720,Haa ekdam randi hi h mst h yaar kitne me milti h,OAG,GEN
721,teri bhen ki chut randi ki aulad,OAG,GEN
722,chut teri maa ki,OAG,GEN
723,teri maa ki chut,OAG,GEN
724,Ek randi,OAG,GEN
725,Ek randi se bt kr rha h,OAG,GEN
726,Sayad ek randi se bt kr rha h,OAG,GEN
727,tere baap ki chut,OAG,GEN
728,apni maa ki chut me daal,OAG,GEN
729,aise log na 100% bich me hi chod ke chale jate h,OAG,GEN
730,teri maa ki chut,OAG,GEN
731,"mr. harami you r  a sayari Vala 
all r nice 👌👌 ❣️",OAG,GEN
732,Abhi chod de iss topic ko,OAG,GEN
733,bhen ke lund,OAG,GEN
734,bhosdike nikal ja varna ab teri gaand fhat hayegi,OAG,GEN
735,ha bhai 😂😂😂 butt aap agar ak message bhi kroge tb me aa jaugi pakka,OAG,GEN
736,chutiya .. tu teri behan ko hi chodta hoga.. bhosdi k... meri behan k trf aankh bhi udai to zinda nhi jayga..,OAG,GEN
737,abey madarchod tere jaise bhosdiwale se darungi mai,OAG,GEN
738,Ur wlcm 😊😊 Mr. harami,OAG,GEN
739,sex toy use kr liya sayad tmne 😂😂😂 isliye jhr gyi,OAG,GEN
740,tujhe bhen ke lund boht number ki padi haina tu apna number DE tujhe jab batata hu,OAG,GEN
741,meetha h tu meetha jaake ksy ka lund le muh mai kux pse to dega koi teko,OAG,GEN
742,bete samne aa Gand gand faad dunga,OAG,GEN
743,teri maa chakki tu chakka tera baap chakka bhosdike,OAG,GEN
744,ja be bhadve,OAG,GEN
745,Mne kya kiya aur kya ni jisse padai chut jaaye aur m bahar naa jau ab kyuki muje khi ni jaana,OAG,GEN
746,iski chhod tu apni maa ki fikr kar madarchod,OAG,GEN
747,gandu kahi ki,OAG,GEN
748,apni maa se mangle number bhen ke lund,OAG,GEN
749,abey madarchod tujhe lgta hai mai gaali ne de skti tere jse bsdkiwale bht deke hai or unhe hd bhi dikhayi hai unki or teresi sharafat ki aisi ki taisi sala haram ka,OAG,GEN
750,usey kyu chod diya,OAG,GEN
751,teri thodi Bach jayegi chudega toh tu bhi bhen ke lund,OAG,GEN
752,m akela he hota hu hamesa ek din bahut help mage par kese ne nahi ke to mane magne chod de aur m akela he lad leta hu,OAG,GEN
753,sun Meri maa randi hogi me 10 baap ki olad hounga agar mene esa socha ho to,OAG,GEN
754,Issey chod diya,OAG,GEN
755,aur tne apni dp bhi nahi lagyi h iska mtlb ki tu poori nalli h gaandu kahi ki,OAG,GEN
756,"app ye btao app apne fmly ko choddo ge kbe


kyo

app nhi chod sakte kyuke apko unse love ha isse bolte ha love ke felling",OAG,GEN
757,sachme please tum muze chod mat de na,OAG,GEN
758,aapke liye hasna bhi chod du kya,OAG,GEN
759,"tere baap ki chut bhen ke laude haram ke lund randi ki aulad, saale chod ke dhakkan teri maa ki chut",OAG,GEN
760,but mere ek gff ha jo merko kbe chod ke nhi jyege,OAG,GEN
761,tumhari tarh nahi ki dusre ke kahney par baat karna chod de,OAG,GEN
762,chudta reh chinaal ke lode,OAG,GEN
763,Teri chut pr ball aare h ya ni,OAG,GEN
764,Teri bahen ki chut bhosdi k,OAG,GEN
765,"oe bhen ke laude


teri maa ko chod chod ke hdmra kr dunga rndi ke 🤣🤣🤣",OAG,GEN
766,teri maa ki chut chudegi bhag bhag ke,OAG,GEN
767,meko kabhi chod k ne jana,OAG,GEN
768,aapki chut me land dal ke dekho,OAG,GEN
769,meko kabhi chod k ne jana mela babu,OAG,GEN
770,Mindka aaj tu muje akela chod ke jayega,OAG,GEN
771,sorry chod kar,OAG,GEN
772,sorry chod kar,OAG,GEN
773,samjhana gaya bahad ME ab tu chud madarchod,OAG,GEN
774,teri maa to mai chod rha hu SLE,OAG,GEN
775,oe bhen ke lund,OAG,GEN
776,ghnta fhark ni padta ab teri maa chudegi bhokta reh chod ke dhakkna,OAG,GEN
777,teri maa bhi chudegi ab mere se pehle chod ke dhakkan,OAG,GEN
778,"howw lucky 
or mera schl ko toh aap chod hi do coaching m v koi name lekr nhi bulata sb nickname se....",OAG,GEN
779,sorry to say but I wanna say anything to you seems to be good and all the people in this app is talking like this only i want gf and this and that this app is for studies not for these bloody things,OAG,GEN
780,jinky butt yash ne to bhai ka bhi name liya usme,OAG,GEN
781,"usko kaho 
chal hat nikal meri zindagi se teri jaisi bohot aayi bhot gayi zindagi se.....

    usne hi mujhe chod diya to mai kya bolunga",OAG,GEN
782,"beta ab tu message karta reh Mai report karta jaounga, be buddhi ke dimag se dhakkan kutte",OAG,GEN
783,nhi ass wala😉,OAG,GEN
784,"chal maan liya tu top no ka kamina h pr hmesha proof krna jaruri h kya

kux chutiya ko btana pdta h ki baaap se pnga lena kitna khrnak h",OAG,GEN
785,teri mai ko bin condom ki chut maruga,OAG,GEN
786,sex krti ho kya kabhi,OAG,GEN
787,ab bolo harami kese ho 😂,OAG,GEN
788,saale randi ki aulad,OAG,GEN
789,teri maa ki chut,OAG,GEN
790,haram ke kutte,OAG,GEN
791,Jiski thi usne chod diya,OAG,GEN
792,Jiski okkat thi usne chod diya,OAG,GEN
793,teri ma bahan sabko chod dunga,OAG,GEN
794,Kisi ki okkat ni h mera bf bnane ki jiski okkat thi usne hi chod dita bina galti ke,OAG,GEN
795,tu kregi kya sex,OAG,GEN
796,Mera maths ka paper choot gya tha,OAG,GEN
797,kutte saale 😡😡😡,OAG,GEN
798,tannu k chod k mere life m or koni ave,OAG,GEN
799,or app bhi mai hi chod rha h,OAG,GEN
800,tera boht ho gaya aesa na ho teri post teri gaand ME daldu,OAG,GEN
801,sex mean boy or girl krte jisse bacche paida hote h,OAG,GEN
802,Tu ass Ka Manali ki I hate best friend,OAG,GEN
803,toh teri gaand ME kya chul mach rhi hai bsdk,OAG,GEN
804,are abhi to hmari gli ke kutte bhi nhi jag rhe hai,OAG,GEN
805,ass ka,OAG,GEN
806,"oe madarchod ab tera boht ho raha hai, jitna Maine ni bola ab utna tu bol raha hai meri post pe aesa na ho tu kisi layak na bache",OAG,GEN
807,friend ko chod kr nahi jaty hai,OAG,GEN
808,ass thodich ast,OAG,GEN
809,gandu chiz hoti h,OAG,GEN
810,Chupp bhosdike,OAG,GEN
811,Chuppo bhosdike,OAG,GEN
812,sex talk krke,OAG,GEN
813,teri maaa chodu,OAG,GEN
814,sex talk krke,OAG,GEN
815,mujhe chod k na jana bss,OAG,GEN
816,mujhe chod k maat jana kvhi,OAG,GEN
817,Teri maka chola apni gf  se y shab baat kr bhosdike,OAG,GEN
818,or akele maat chod k jana,OAG,GEN
819,sex matlab kya hota hain,OAG,GEN
820,sex matlab kya hota hain,OAG,GEN
821,ass thodich aast ki saglya boys la gf aste Kahi single pn astat,OAG,GEN
822,chod do 12 bhej bad dekh lunga ya,OAG,GEN
823,sex krne ka mn krta h,OAG,GEN
824,tumhe sex karne ka mn nhi karta,OAG,GEN
825,kabhi mn kiya h sex krne ka,OAG,GEN
826,Chal kl se chod ri hu padai,OAG,GEN
827,Chal kl se padai chod dungi,OAG,GEN
828,sex nhi kiya kabhi,OAG,GEN
829,Are madarchod maan jaa,OAG,GEN
830,sex,OAG,GEN
831,nhi bhai hamne nhi suna aus chutiya sharukh khan ka dialogue,OAG,GEN
832,yee go ya gand much ko,OAG,GEN
833,chod iss baat ko,OAG,GEN
834,fuck off,OAG,GEN
835,haa chod na abh iss baat ko,OAG,GEN
836,pata hai aapko chod kar jane ka dil nahi kar raha hai so charge me lagakar massage kar rahe hai,OAG,GEN
